"soortgroep";"meetnet";"soort_nl";"soort_wet";"levensstadium";"2016";"2017";"2018";"2019"
"libellen";"Variabele waterjuffer";"Vroege glazenmaker";"Aeshna isoceles";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Variabele waterjuffer";"Vroege glazenmaker";"Aeshna isoceles";"larvenhuidje";0;2;0;0
"libellen";"Variabele waterjuffer";"Vuurjuffer";"Pyrrhosoma nymphula";"adult";0;90;6;54
"libellen";"Variabele waterjuffer";"Vuurjuffer";"Pyrrhosoma nymphula";"imago (niet uitgekleurd)";0;0;2;0
"libellen";"Variabele waterjuffer";"Vuurlibel";"Crocothemis erythraea";"adult";0;1;9;0
"libellen";"Variabele waterjuffer";"Vuurlibel";"Crocothemis erythraea";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Variabele waterjuffer";"Vuurlibel";"Crocothemis erythraea";"larvenhuidje";0;0;0;0
"libellen";"Variabele waterjuffer";"Watersnuffel";"Enallagma cyathigerum";"adult";0;0;3;591
"libellen";"Variabele waterjuffer";"Watersnuffel";"Enallagma cyathigerum";"imago (niet uitgekleurd)";0;0;1;1
"libellen";"Variabele waterjuffer";"Weidebeekjuffer";"Calopteryx splendens";"adult";0;0;18;2
"libellen";"Variabele waterjuffer";"Weidebeekjuffer";"Calopteryx splendens";"larvenhuidje";0;0;1;0
"libellen";"Variabele waterjuffer";"Zuidelijke keizerlibel";"Anax parthenope";"adult";0;1;2;1
"libellen";"Variabele waterjuffer";"Zuidelijke keizerlibel";"Anax parthenope";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Variabele waterjuffer";"Zuidelijke keizerlibel";"Anax parthenope";"larvenhuidje";0;0;0;0
"libellen";"Variabele waterjuffer";"Zuidelijke oeverlibel";"Orthetrum brunneum";"adult";0;0;1;0
"libellen";"Variabele waterjuffer";"Zwarte heidelibel";"Sympetrum danae";"imago (niet uitgekleurd)";0;0;1;0
"libellen";"Variabele waterjuffer";"Zwervende heidelibel";"Sympetrum fonscolombii";"adult";0;0;0;1
"libellen";"Vroege glazenmaker";"Azuurwaterjuffer";"Coenagrion puella";"adult";0;275;122;65
"libellen";"Vroege glazenmaker";"Azuurwaterjuffer";"Coenagrion puella";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Vroege glazenmaker";"Azuurwaterjuffer";"Coenagrion puella";"larvenhuidje";0;0;0;0
"libellen";"Vroege glazenmaker";"Beekoeverlibel";"Orthetrum coerulescens";"adult";0;10;0;0
"libellen";"Vroege glazenmaker";"Beekoeverlibel";"Orthetrum coerulescens";"imago (niet uitgekleurd)";0;13;0;0
"libellen";"Vroege glazenmaker";"Blauwe glazenmaker";"Aeshna cyanea";"adult";0;2;0;0
"libellen";"Vroege glazenmaker";"Bloedrode heidelibel";"Sympetrum sanguineum";"adult";0;1;191;2
"libellen";"Vroege glazenmaker";"Bloedrode heidelibel";"Sympetrum sanguineum";"imago (niet uitgekleurd)";0;6;2;0
"libellen";"Vroege glazenmaker";"Bosbeekjuffer";"Calopteryx virgo";"adult";0;0;0;2
"libellen";"Vroege glazenmaker";"Breedscheenjuffer";"Platycnemis pennipes";"adult";0;5;7;0
"libellen";"Vroege glazenmaker";"Bruine korenbout";"Libellula fulva";"adult";0;21;0;11
"libellen";"Vroege glazenmaker";"Bruine winterjuffer";"Sympecma fusca";"adult";0;10;0;2
"libellen";"Vroege glazenmaker";"Gaffelwaterjuffer";"Coenagrion scitulum";"adult";0;15;0;0
"libellen";"Vroege glazenmaker";"Gevlekte witsnuitlibel";"Leucorrhinia pectoralis";"adult";0;7;0;0
"libellen";"Vroege glazenmaker";"Gevlekte witsnuitlibel";"Leucorrhinia pectoralis";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Vroege glazenmaker";"Gevlekte witsnuitlibel";"Leucorrhinia pectoralis";"larvenhuidje";0;0;0;0
"libellen";"Vroege glazenmaker";"Gewone oeverlibel";"Orthetrum cancellatum";"adult";0;47;14;19
"libellen";"Vroege glazenmaker";"Gewone oeverlibel";"Orthetrum cancellatum";"imago (niet uitgekleurd)";0;0;5;0
"libellen";"Vroege glazenmaker";"Gewone oeverlibel";"Orthetrum cancellatum";"larvenhuidje";0;0;0;1
"libellen";"Vroege glazenmaker";"Gewone pantserjuffer";"Lestes sponsa";"adult";0;0;17;0
"libellen";"Vroege glazenmaker";"Glassnijder";"Brachytron pratense";"adult";0;6;5;1
"libellen";"Vroege glazenmaker";"Grote keizerlibel";"Anax imperator";"adult";0;70;23;5
"libellen";"Vroege glazenmaker";"Grote keizerlibel";"Anax imperator";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Vroege glazenmaker";"Grote roodoogjuffer";"Erythromma najas";"adult";0;284;39;0
"libellen";"Vroege glazenmaker";"Grote roodoogjuffer";"Erythromma najas";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Vroege glazenmaker";"Houtpantserjuffer";"Chalcolestes viridis";"adult";0;2;0;10
"libellen";"Vroege glazenmaker";"Kleine roodoogjuffer";"Erythromma viridulum";"adult";0;0;94;0
"libellen";"Vroege glazenmaker";"Lantaarntje";"Ischnura elegans";"adult";0;973;14;98
"libellen";"Vroege glazenmaker";"Metaalglanslibel";"Somatochlora metallica";"adult";0;1;0;0
"libellen";"Vroege glazenmaker";"Noordse witsnuitlibel";"Leucorrhinia rubicunda";"adult";0;2;0;0
"libellen";"Vroege glazenmaker";"Platbuik";"Libellula depressa";"adult";0;5;0;8
"libellen";"Vroege glazenmaker";"Platbuik";"Libellula depressa";"imago (niet uitgekleurd)";0;0;1;0
"libellen";"Vroege glazenmaker";"Smaragdlibel";"Cordulia aenea";"adult";0;14;0;1
"libellen";"Vroege glazenmaker";"Tangpantserjuffer";"Lestes dryas";"adult";0;0;0;4
"libellen";"Vroege glazenmaker";"Variabele waterjuffer";"Coenagrion pulchellum";"adult";0;74;2;0
"libellen";"Vroege glazenmaker";"Variabele waterjuffer";"Coenagrion pulchellum";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Vroege glazenmaker";"Variabele waterjuffer";"Coenagrion pulchellum";"larvenhuidje";0;0;0;0
"libellen";"Vroege glazenmaker";"Venwitsnuitlibel";"Leucorrhinia dubia";"adult";0;2;0;0
"libellen";"Vroege glazenmaker";"Viervlek";"Libellula quadrimaculata";"adult";0;71;0;5
"libellen";"Vroege glazenmaker";"Vuurjuffer";"Pyrrhosoma nymphula";"adult";0;7;0;1
"libellen";"Vroege glazenmaker";"Vuurlibel";"Crocothemis erythraea";"adult";0;9;0;0
"libellen";"Vroege glazenmaker";"Vuurlibel";"Crocothemis erythraea";"imago (niet uitgekleurd)";0;1;0;0
"libellen";"Vroege glazenmaker";"Watersnuffel";"Enallagma cyathigerum";"adult";0;64;0;0
"libellen";"Vroege glazenmaker";"Weidebeekjuffer";"Calopteryx splendens";"adult";0;0;0;24
"libellen";"Vroege glazenmaker";"Zuidelijke keizerlibel";"Anax parthenope";"adult";0;1;0;0
"libellen";"Vroege glazenmaker";"Zwervende heidelibel";"Sympetrum fonscolombii";"adult";0;0;0;2
"libellen";"Vroege glazenmaker";"Zwervende pantserjuffer";"Lestes barbarus";"adult";0;0;0;1
